iter	Passed	Remaining
1662	55578	111524
1663	55614	111497
1664	55650	111467
1665	55681	111429
1666	55713	111393
1667	55743	111354
1668	55775	111317
1669	55805	111275
1670	55836	111239
1671	55876	111217
1672	55906	111177
1673	55935	111135
1674	55965	111095
1675	55997	111059
1676	56028	111021
1677	56061	110986
1678	56096	110956
1679	56131	110927
1680	56173	110910
1681	56207	110878
1682	56243	110849
1683	56281	110825
1684	56329	110820
1685	56377	110815
1686	56415	110790
1687	56447	110755
1688	56491	110741
1689	56528	110715
1690	56567	110692
1691	56609	110676
1692	56641	110640
1693	56685	110627
1694	56723	110602
1695	56758	110572
1696	56797	110549
1697	56828	110511
1698	56858	110471
1699	56891	110436
1700	56922	110398
1701	56955	110363
1702	56989	110330
1703	57017	110287
1704	57049	110250
1705	57080	110213
1706	57114	110180
1707	57147	110145
1708	57177	110105
1709	57208	110068
1710	57237	110025
1711	57268	109987
1712	57298	109947
1713	57328	109907
1714	57411	109969
1715	57457	109959
1716	57514	109971
1717	57551	109943
1718	57601	109941
1719	57633	109906
1720	57665	109868
1721	57699	109836
1722	57729	109797
1723	57760	109759
1724	57793	109724
1725	57826	109690
1726	57859	109655
1727	57893	109622
1728	57924	109584
1729	57958	109552
1730	57995	109525
1731	58029	109491
1732	58058	109450
1733	58090	109413
1734	58119	109372
1735	58139	109313
1736	58170	109275
1737	58202	109238
1738	58236	109205
1739	58269	109170
1740	58301	109135
1741	58331	109094
1742	58361	109055
1743	58391	109014
1744	58423	108979
1745	58457	108947
1746	58490	108912
1747	58519	108870
1748	58549	108831
1749	58582	108795
1750	58612	108756
1751	58641	108715
1752	58678	108688
1753	58712	108654
1754	58744	108618
1755	58777	108584
1756	58811	108551
1757	58842	108513
1758	58875	108480
1759	58910	108448
1760	58942	108411
1761	58972	108373
1762	59002	108332
1763	59034	108296
1764	59065	108258
1765	59097	108222
1766	59132	108191
1767	59162	108153
1768	59194	108115
1769	59227	108082
1770	59262	108050
1771	59298	108021
1772	59331	107988
1773	59365	107956
1774	59394	107913
1775	59424	107875
1776	59455	107835
1777	59484	107794
1778	59517	107759
1779	59551	107728
1780	59582	107689
1781	59614	107653
1782	59643	107612
1783	59672	107571
1784	59703	107532
1785	59736	107498
1786	59770	107465
1787	59795	107417
1788	59823	107374
1789	59854	107336
1790	59887	107301
1791	59919	107267
1792	59957	107240
1793	59994	107214
1794	60030	107185
1795	60063	107151
1796	60094	107113
1797	60127	107078
1798	60158	107041
1799	60189	107004
1800	60223	106971
1801	60258	106940
1802	60291	106905
1803	60322	106868
1804	60351	106828
1805	60381	106787
1806	60414	106752
1807	60448	106720
1808	60478	106681
1809	60510	106645
1810	60543	106610
1811	60572	106569
1812	60606	106538
1813	60644	106511
1814	60675	106474
1815	60706	106436
1816	60737	106399
1817	60769	106364
1818	60802	106328
1819	60837	106299
1820	60873	106270
1821	60905	106233
1822	60936	106195
1823	60965	106155
1824	60996	106117
1825	61024	106075
1826	61056	106038
1827	61092	106009
1828	61123	105971
1829	61155	105935
1830	61188	105901
1831	61217	105860
1832	61247	105822
1833	61280	105786
1834	61315	105756
1835	61347	105720
1836	61377	105681
1837	61407	105641
1838	61438	105604
1839	61467	105563
1840	61503	105534
1841	61550	105524
1842	61587	105497
1843	61618	105460
1844	61649	105423
1845	61681	105387
1846	61713	105351
1847	61747	105317
1848	61781	105285
1849	61815	105253
1850	61855	105230
1851	61884	105190
1852	61904	105133
1853	61925	105079
1854	61955	105040
1855	61988	105006
1856	62018	104966
1857	62047	104926
1858	62079	104889
1859	62112	104857
1860	62150	104830
1861	62184	104798
1862	62214	104759
1863	62242	104717
1864	62275	104682
1865	62306	104644
1866	62336	104605
1867	62367	104568
1868	62398	104532
1869	62431	104497
1870	62459	104455
1871	62490	104418
1872	62522	104381
1873	62554	104346
1874	62589	104315
1875	62622	104282
1876	62653	104244
1877	62684	104207
1878	62716	104171
1879	62749	104137
1880	62783	104104
1881	62817	104072
1882	62850	104038
1883	62883	104004
1884	62913	103965
1885	62946	103931
1886	62976	103892
1887	63006	103853
1888	63036	103814
1889	63071	103784
1890	63104	103751
1891	63132	103708
1892	63163	103671
1893	63195	103635
1894	63216	103581
1895	63239	103532
1896	63273	103498
1897	63306	103465
1898	63339	103431
1899	63370	103393
1900	63400	103355
1901	63429	103314
1902	63464	103283
1903	63499	103252
1904	63528	103213
1905	63559	103176
1906	63590	103138
1907	63622	103102
1908	63651	103062
1909	63684	103029
1910	63718	102995
1911	63749	102959
1912	63780	102922
1913	63810	102883
1914	63842	102847
1915	63876	102815
1916	63910	102784
1917	63948	102758
1918	63981	102724
1919	64014	102690
1920	64044	102651
1921	64067	102601
1922	64088	102548
1923	64118	102510
1924	64153	102479
1925	64191	102452
1926	64225	102420
1927	64255	102381
1928	64286	102345
1929	64319	102312
1930	64353	102279
1931	64387	102247
1932	64418	102209
1933	64450	102173
1934	64482	102138
1935	64511	102098
1936	64540	102058
1937	64574	102026
1938	64608	101994
1939	64640	101958
1940	64669	101918
1941	64700	101882
1942	64734	101848
1943	64765	101813
1944	64799	101780
1945	64832	101745
1946	64866	101714
1947	64897	101677
1948	64929	101642
1949	64960	101604
1950	64991	101568
1951	65027	101538
1952	65057	101500
1953	65088	101463
1954	65118	101425
1955	65147	101384
1956	65179	101349
1957	65215	101319
1958	65254	101296
1959	65295	101274
1960	65326	101237
1961	65358	101203
1962	65389	101165
1963	65424	101134
1964	65458	101102
1965	65495	101074
1966	65524	101034
1967	65554	100996
1968	65584	100958
1969	65615	100920
1970	65647	100885
1971	65679	100850
1972	65713	100819
1973	65745	100783
1974	65774	100743
1975	65807	100709
1976	65836	100670
1977	65869	100635
1978	65902	100602
1979	65935	100567
1980	65967	100533
1981	65973	100457
1982	66008	100427
1983	66043	100397
1984	66073	100358
1985	66109	100329
1986	66140	100292
1987	66168	100251
1988	66197	100211
1989	66230	100178
1990	66260	100139
1991	66289	100100
1992	66322	100065
1993	66355	100032
1994	66386	99995
1995	66415	99956
1996	66446	99919
1997	66476	99880
1998	66507	99844
1999	66544	99817
2000	66577	99782
2001	66610	99749
2002	66643	99715
2003	66673	99677
2004	66705	99641
2005	66743	99616
2006	66775	99581
2007	66809	99548
2008	66842	99515
2009	66873	99478
2010	66906	99444
2011	66938	99410
2012	66975	99381
2013	67009	99349
2014	67044	99319
2015	67052	99248
2016	67083	99212
2017	67115	99177
2018	67150	99146
2019	67182	99110
2020	67214	99075
2021	67248	99044
2022	67278	99005
2023	67309	98969
2024	67341	98933
2025	67369	98892
2026	67403	98860
2027	67439	98831
2028	67470	98795
2029	67500	98756
2030	67534	98724
2031	67564	98687
2032	67596	98650
2033	67628	98616
2034	67663	98585
2035	67697	98553
2036	67729	98518
2037	67762	98484
2038	67793	98448
2039	67827	98416
2040	67858	98380
2041	67892	98347
2042	67928	98318
2043	67958	98280
2044	67991	98246
2045	68023	98211
2046	68060	98184
2047	68097	98155
2048	68132	98125
2049	68162	98088
2050	68193	98050
2051	68225	98015
2052	68261	97985
2053	68299	97959
2054	68329	97922
2055	68361	97886
2056	68391	97849
2057	68423	97815
2058	68458	97783
2059	68496	97757
2060	68535	97731
2061	68572	97703
2062	68607	97673
2063	68640	97639
2064	68673	97606
2065	68709	97576
2066	68742	97543
2067	68786	97525
2068	68822	97495
2069	68864	97474
2070	68898	97442
2071	68933	97411
2072	68976	97392
2073	69012	97363
2074	69045	97329
2075	69079	97296
2076	69111	97261
2077	69147	97232
2078	69183	97202
2079	69218	97172
2080	69253	97141
2081	69287	97108
2082	69319	97074
2083	69351	97038
2084	69387	97009
2085	69421	96977
2086	69452	96941
2087	69482	96902
2088	69512	96864
2089	69542	96826
2090	69577	96796
2091	69611	96763
2092	69641	96726
2093	69674	96692
2094	69703	96652
2095	69735	96618
2096	69767	96583
2097	69799	96548
2098	69837	96520
2099	69876	96495
2100	69910	96464
2101	69943	96430
2102	69978	96398
2103	70009	96362
2104	70042	96329
2105	70075	96294
2106	70105	96257
2107	70137	96222
2108	70173	96192
2109	70202	96154
2110	70235	96120
2111	70275	96097
2112	70305	96058
2113	70334	96019
2114	70366	95984
2115	70397	95948
2116	70428	95912
2117	70462	95879
2118	70496	95847
2119	70529	95813
2120	70564	95782
2121	70594	95745
2122	70625	95708
2123	70657	95673
2124	70695	95646
2125	70730	95616
2126	70763	95582
2127	70796	95548
2128	70826	95510
2129	70861	95480
2130	70893	95445
2131	70928	95414
2132	70964	95384
2133	70995	95348
2134	71027	95313
2135	71058	95277
2136	71088	95239
2137	71118	95201
2138	71148	95164
2139	71185	95135
2140	71217	95101
2141	71249	95065
2142	71279	95027
2143	71311	94993
2144	71341	94956
2145	71378	94928
2146	71410	94892
2147	71444	94860
2148	71474	94822
2149	71504	94785
2150	71535	94749
2151	71568	94715
2152	71601	94681
2153	71640	94655
2154	71672	94620
2155	71702	94583
2156	71732	94545
2157	71764	94510
2158	71794	94473
2159	71823	94435
2160	71856	94400
2161	71887	94365
2162	71916	94326
2163	71948	94291
2164	71980	94256
2165	72012	94221
2166	72047	94190
2167	72081	94157
2168	72112	94122
2169	72143	94085
2170	72177	94053
2171	72211	94021
2172	72248	93992
2173	72281	93959
2174	72323	93937
2175	72354	93901
2176	72383	93862
2177	72412	93824
2178	72443	93788
2179	72476	93753
2180	72512	93724
2181	72544	93690
2182	72574	93652
2183	72605	93616
2184	72636	93580
2185	72668	93545
2186	72702	93512
2187	72738	93482
2188	72768	93444
2189	72800	93410
2190	72830	93373
2191	72861	93337
2192	72894	93303
2193	72926	93268
2194	72962	93239
2195	72994	93204
2196	73024	93167
2197	73054	93129
2198	73084	93092
2199	73115	93056
2200	73147	93021
2201	73182	92990
2202	73216	92957
2203	73247	92921
2204	73278	92886
2205	73310	92851
2206	73339	92812
2207	73373	92780
2208	73406	92746
2209	73437	92710
2210	73467	92672
2211	73500	92639
2212	73531	92604
2213	73563	92568
2214	73595	92534
2215	73632	92505
2216	73665	92472
2217	73696	92436
2218	73728	92402
2219	73758	92363
2220	73790	92329
2221	73826	92299
2222	73866	92275
2223	73909	92254
2224	73943	92221
2225	73977	92188
2226	74008	92153
2227	74038	92116
2228	74076	92089
2229	74109	92055
2230	74143	92022
2231	74177	91990
2232	74207	91954
2233	74240	91919
2234	74272	91885
2235	74315	91863
2236	74348	91830
2237	74382	91797
2238	74413	91762
2239	74443	91724
2240	74475	91690
2241	74509	91657
2242	74539	91620
2243	74571	91586
2244	74602	91550
2245	74635	91516
2246	74670	91485
2247	74706	91455
2248	74736	91418
2249	74766	91381
2250	74796	91344
2251	74826	91307
2252	74856	91270
2253	74915	91267
2254	74993	91289
2255	75047	91281
2256	75096	91266
2257	75128	91232
2258	75162	91199
2259	75195	91165
2260	75226	91130
2261	75257	91093
2262	75287	91057
2263	75317	91019
2264	75346	90981
2265	75386	90956
2266	75418	90921
2267	75451	90887
2268	75480	90849
2269	75513	90815
2270	75544	90779
2271	75579	90748
2272	75622	90727
2273	75656	90694
2274	75685	90656
2275	75717	90621
2276	75749	90587
2277	75781	90551
2278	75817	90521
2279	75850	90488
2280	75883	90454
2281	75915	90419
2282	75947	90385
2283	75977	90348
2284	76008	90311
2285	76043	90280
2286	76075	90246
2287	76104	90208
2288	76135	90171
2289	76165	90134
2290	76197	90100
2291	76230	90066
2292	76265	90035
2293	76298	90001
2294	76332	89969
2295	76372	89944
2296	76405	89910
2297	76434	89872
2298	76471	89842
2299	76502	89807
2300	76532	89770
2301	76565	89736
2302	76598	89702
2303	76632	89670
2304	76674	89647
2305	76711	89619
2306	76744	89584
2307	76774	89548
2308	76803	89510
2309	76834	89473
2310	76868	89441
2311	76903	89409
2312	76937	89378
2313	76969	89343
2314	77004	89312
2315	77035	89276
2316	77066	89240
2317	77095	89202
2318	77128	89168
2319	77162	89136
2320	77194	89101
2321	77226	89066
2322	77256	89029
2323	77289	88995
2324	77320	88960
2325	77356	88930
2326	77389	88896
2327	77422	88862
2328	77456	88830
2329	77485	88792
2330	77515	88755
2331	77544	88717
2332	77575	88681
2333	77609	88648
2334	77640	88612
2335	77671	88577
2336	77702	88541
2337	77733	88506
2338	77767	88472
2339	77799	88438
2340	77837	88410
2341	77875	88383
2342	77909	88351
2343	77940	88314
2344	77970	88277
2345	77998	88238
2346	78033	88207
2347	78066	88173
2348	78097	88138
2349	78131	88105
2350	78162	88069
2351	78194	88035
2352	78226	88000
2353	78260	87968
2354	78292	87933
2355	78325	87899
2356	78356	87864
2357	78391	87832
2358	78424	87799
2359	78464	87774
2360	78498	87741
2361	78528	87704
2362	78558	87667
2363	78591	87633
2364	78625	87601
2365	78656	87566
2366	78692	87536
2367	78730	87507
2368	78768	87479
2369	78803	87448
2370	78834	87412
2371	78868	87380
2372	78900	87345
2373	78933	87311
2374	78965	87277
2375	79001	87247
2376	79034	87214
2377	79065	87178
2378	79097	87144
2379	79130	87110
2380	79167	87080
2381	79199	87046
2382	79229	87009
2383	79259	86973
2384	79288	86935
2385	79319	86899
2386	79352	86865
2387	79386	86832
2388	79419	86799
2389	79449	86762
2390	79481	86727
2391	79513	86693
2392	79544	86657
2393	79576	86623
2394	79609	86590
2395	79642	86556
2396	79674	86521
2397	79707	86488
2398	79741	86455
2399	79776	86425
2400	79813	86395
2401	79850	86365
2402	79884	86333
2403	79914	86296
2404	79921	86235
2405	79953	86201
2406	79987	86168
2407	80022	86136
2408	80056	86105
2409	80088	86069
2410	80120	86035
2411	80154	86003
2412	80185	85967
2413	80219	85935
2414	80255	85904
2415	80286	85869
2416	80319	85835
2417	80349	85798
2418	80379	85762
2419	80412	85728
2420	80441	85691
2421	80476	85660
2422	80515	85632
2423	80549	85599
2424	80584	85569
2425	80616	85534
2426	80647	85499
2427	80680	85465
2428	80717	85435
2429	80749	85401
2430	80781	85367
2431	80814	85333
2432	80844	85296
2433	80875	85261
2434	80909	85229
2435	80942	85196
2436	80973	85159
2437	81003	85123
2438	81033	85086
2439	81063	85050
2440	81095	85016
2441	81130	84984
2442	81162	84950
2443	81193	84913
2444	81223	84878
2445	81254	84842
2446	81285	84806
2447	81318	84773
2448	81353	84741
2449	81386	84708
2450	81420	84676
2451	81451	84640
2452	81481	84604
2453	81511	84567
2454	81545	84535
2455	81578	84501
2456	81614	84471
2457	81645	84436
2458	81677	84401
2459	81709	84367
2460	81743	84333
2461	81778	84302
2462	81830	84289
2463	81862	84254
2464	81898	84224
2465	81933	84192
2466	81965	84158
2467	81997	84123
2468	82029	84089
2469	82063	84056
2470	82092	84019
2471	82122	83982
2472	82154	83948
2473	82186	83913
2474	82216	83877
2475	82252	83846
2476	82288	83816
2477	82319	83780
2478	82350	83745
2479	82380	83709
2480	82411	83674
2481	82446	83642
2482	82481	83611
2483	82514	83577
2484	82549	83546
2485	82587	83517
2486	82627	83491
2487	82661	83459
2488	82698	83428
2489	82733	83397
2490	82765	83363
2491	82794	83326
2492	82828	83293
2493	82861	83259
2494	82897	83229
2495	82931	83197
2496	82937	83136
2497	82970	83102
2498	83001	83067
2499	83033	83033
2500	83065	82999
2501	83098	82965
2502	83133	82933
2503	83166	82901
2504	83200	82867
2505	83232	82833
2506	83263	82798
2507	83296	82765
2508	83329	82732
2509	83364	82700
2510	83397	82666
2511	83426	82629
2512	83460	82597
2513	83493	82563
2514	83528	82531
2515	83569	82506
2516	83600	82471
2517	83635	82439
2518	83669	82407
2519	83699	82371
2520	83735	82340
2521	83772	82310
2522	83805	82277
2523	83837	82243
2524	83868	82208
2525	83901	82174
2526	83931	82138
2527	83967	82107
2528	83998	82072
2529	84031	82038
2530	84064	82005
2531	84092	81967
2532	84123	81931
2533	84157	81899
2534	84187	81862
2535	84226	81835
2536	84262	81804
2537	84296	81772
2538	84328	81737
2539	84361	81704
2540	84391	81668
2541	84429	81639
2542	84462	81605
2543	84492	81569
2544	84523	81534
2545	84560	81504
2546	84592	81470
2547	84631	81443
2548	84685	81429
2549	84721	81399
2550	84759	81369
2551	84790	81334
2552	84826	81304
2553	84868	81279
2554	84899	81244
2555	84933	81211
2556	84966	81178
2557	84998	81144
2558	85032	81111
2559	85065	81077
2560	85098	81044
2561	85134	81014
2562	85168	80981
2563	85198	80945
2564	85230	80910
2565	85264	80878
2566	85303	80850
2567	85336	80817
2568	85366	80781
2569	85397	80745
2570	85429	80710
2571	85463	80678
2572	85499	80648
2573	85534	80616
2574	85566	80582
2575	85597	80547
2576	85628	80511
2577	85662	80478
2578	85693	80443
2579	85728	80412
2580	85763	80380
2581	85797	80347
2582	85827	80311
2583	85860	80278
2584	85899	80250
2585	85939	80223
2586	85974	80191
2587	86010	80161
2588	86040	80125
2589	86072	80090
2590	86105	80057
2591	86138	80023
2592	86174	79992
2593	86211	79963
2594	86242	79927
2595	86273	79892
2596	86305	79858
2597	86338	79824
2598	86370	79790
2599	86402	79756
2600	86435	79722
2601	86468	79688
2602	86503	79657
2603	86537	79625
2604	86569	79590
2605	86603	79558
2606	86640	79528
2607	86686	79506
2608	86721	79475
2609	86759	79445
2610	86793	79413
2611	86831	79384
2612	86869	79356
2613	86909	79328
2614	86945	79298
2615	86978	79264
2616	87011	79231
2617	87044	79198
2618	87082	79168
2619	87114	79134
2620	87144	79098
2621	87179	79066
2622	87210	79031
2623	87243	78998
2624	87276	78964
2625	87312	78933
2626	87345	78900
2627	87376	78865
2628	87407	78829
2629	87439	78794
2630	87472	78762
2631	87512	78735
2632	87545	78701
2633	87578	78667
2634	87607	78630
2635	87638	78595
2636	87671	78561
2637	87706	78530
2638	87741	78498
2639	87771	78462
2640	87803	78427
2641	87835	78393
2642	87866	78358
2643	87898	78323
2644	87930	78290
2645	87966	78258
2646	87999	78225
2647	88030	78190
2648	88062	78156
2649	88093	78120
2650	88123	78084
2651	88155	78050
2652	88186	78015
2653	88220	77982
2654	88250	77946
2655	88280	77910
2656	88311	77874
2657	88344	77841
2658	88379	77809
2659	88410	77774
2660	88442	77739
2661	88475	77706
2662	88507	77672
2663	88540	77639
2664	88573	77605
2665	88606	77571
2666	88639	77538
2667	88672	77505
2668	88701	77468
2669	88730	77431
2670	88761	77395
2671	88791	77359
2672	88823	77326
2673	88866	77300
2674	88900	77268
2675	88932	77234
2676	88962	77198
2677	88991	77161
2678	89024	77128
2679	89057	77094
2680	89089	77060
2681	89123	77027
2682	89155	76993
2683	89186	76958
2684	89215	76921
2685	89246	76886
2686	89280	76853
2687	89313	76820
2688	89344	76785
2689	89376	76750
2690	89404	76713
2691	89434	76677
2692	89467	76643
2693	89500	76610
2694	89533	76577
2695	89567	76544
2696	89598	76509
2697	89633	76477
2698	89669	76446
2699	89705	76416
2700	89740	76384
2701	89776	76353
2702	89807	76318
2703	89838	76283
2704	89867	76246
2705	89904	76215
2706	89939	76184
2707	89971	76149
2708	90001	76114
2709	90030	76077
2710	90060	76041
2711	90091	76006
2712	90142	75987
2713	90172	75952
2714	90202	75916
2715	90235	75882
2716	90266	75847
2717	90296	75811
2718	90331	75779
2719	90364	75747
2720	90395	75711
2721	90425	75675
2722	90455	75639
2723	90490	75608
2724	90525	75576
2725	90558	75542
2726	90589	75507
2727	90619	75472
2728	90650	75436
2729	90682	75402
2730	90713	75367
2731	90747	75334
2732	90780	75301
2733	90812	75267
2734	90845	75233
2735	90877	75200
2736	90908	75164
2737	90945	75134
2738	90978	75101
2739	91013	75069
2740	91045	75035
2741	91083	75006
2742	91132	74985
2743	91213	74991
2744	91263	74972
2745	91301	74943
2746	91332	74908
2747	91360	74870
2748	91392	74836
2749	91423	74801
2750	91460	74770
2751	91494	74738
2752	91527	74704
2753	91557	74668
2754	91587	74633
2755	91620	74599
2756	91660	74571
2757	91702	74545
2758	91734	74511
2759	91766	74477
2760	91797	74441
2761	91826	74405
2762	91858	74371
2763	91893	74339
2764	91927	74306
2765	91963	74275
2766	91995	74241
2767	92025	74205
2768	92055	74169
2769	92086	74134
2770	92121	74103
2771	92155	74070
2772	92186	74035
2773	92216	73999
2774	92246	73963
2775	92278	73929
2776	92309	73894
2777	92340	73859
2778	92376	73828
2779	92409	73794
2780	92438	73757
2781	92471	73724
2782	92503	73690
2783	92531	73653
2784	92563	73618
2785	92599	73587
2786	92631	73553
2787	92662	73518
2788	92694	73483
2789	92723	73447
2790	92755	73413
2791	92787	73379
2792	92822	73347
2793	92855	73313
2794	92884	73277
2795	92914	73241
2796	92943	73205
2797	92976	73171
2798	93023	73149
2799	93065	73122
2800	93102	73092
2801	93133	73057
2802	93162	73021
2803	93194	72986
2804	93221	72949
2805	93253	72914
2806	93293	72886
2807	93324	72851
2808	93354	72815
2809	93386	72781
2810	93417	72746
2811	93447	72710
2812	93483	72679
2813	93515	72645
2814	93547	72611
2815	93581	72578
2816	93613	72544
2817	93644	72509
2818	93674	72474
2819	93705	72439
2820	93742	72408
2821	93780	72378
2822	93815	72346
2823	93846	72312
2824	93879	72278
2825	93914	72246
2826	93947	72213
2827	93984	72183
2828	94015	72148
2829	94048	72115
2830	94083	72082
2831	94117	72050
2832	94154	72020
2833	94191	71989
2834	94225	71957
2835	94259	71924
2836	94301	71897
2837	94336	71865
2838	94371	71834
2839	94405	71801
2840	94443	71771
2841	94478	71740
2842	94510	71705
2843	94541	71670
2844	94578	71640
2845	94621	71614
2846	94653	71580
2847	94687	71547
2848	94721	71514
2849	94757	71483
2850	94792	71451
2851	94825	71418
2852	94855	71382
2853	94888	71348
2854	94921	71315
2855	94952	71280
2856	94984	71247
2857	95024	71218
2858	95057	71185
2859	95092	71152
2860	95124	71118
2861	95153	71082
2862	95185	71048
2863	95217	71014
2864	95248	70979
2865	95279	70944
2866	95310	70909
2867	95340	70873
2868	95368	70836
2869	95400	70802
2870	95433	70769
2871	95463	70733
2872	95498	70701
2873	95530	70666
2874	95559	70631
2875	95588	70594
2876	95621	70560
2877	95661	70533
2878	95697	70501
2879	95728	70466
2880	95757	70430
2881	95786	70394
2882	95815	70358
2883	95847	70323
2884	95880	70290
2885	95919	70260
2886	95948	70224
2887	95975	70186
2888	96007	70152
2889	96035	70115
2890	96065	70080
2891	96096	70045
2892	96129	70012
2893	96159	69976
2894	96188	69940
2895	96219	69905
2896	96249	69869
2897	96278	69833
2898	96312	69800
2899	96345	69767
2900	96372	69729
2901	96402	69694
2902	96458	69677
2903	96487	69641
2904	96520	69607
2905	96552	69573
2906	96583	69538
2907	96622	69509
2908	96665	69483
2909	96695	69447
2910	96727	69413
2911	96757	69378
2912	96800	69352
2913	96830	69316
2914	96862	69282
2915	96901	69253
2916	96949	69230
2917	96993	69205
2918	97023	69169
2919	97053	69133
2920	97082	69097
2921	97128	69073
2922	97162	69040
2923	97197	69008
2924	97229	68974
2925	97271	68947
2926	97300	68911
2927	97331	68876
2928	97377	68852
2929	97407	68817
2930	97438	68781
2931	97467	68745
2932	97494	68707
2933	97540	68683
2934	97575	68652
2935	97607	68617
2936	97652	68592
2937	97682	68557
2938	97709	68520
2939	97740	68485
2940	97773	68451
2941	97805	68417
2942	97837	68382
2943	97867	68347
2944	97898	68312
2945	97929	68278
2946	97956	68240
2947	97989	68207
2948	98033	68181
2949	98061	68144
2950	98089	68107
2951	98118	68071
2952	98151	68037
2953	98182	68003
2954	98215	67969
2955	98247	67935
2956	98275	67899
2957	98304	67862
2958	98337	67829
2959	98365	67792
2960	98396	67757
2961	98431	67725
2962	98465	67692
2963	98495	67657
2964	98524	67621
2965	98553	67585
2966	98585	67551
2967	98615	67515
2968	98651	67484
2969	98683	67450
2970	98714	67415
2971	98745	67380
2972	98775	67345
2973	98804	67309
2974	98833	67273
2975	98865	67239
2976	98894	67203
2977	98924	67167
2978	98955	67132
2979	98984	67097
2980	99012	67060
2981	99043	67025
2982	99075	66991
2983	99107	66957
2984	99137	66922
2985	99171	66888
2986	99202	66854
2987	99235	66821
2988	99273	66791
2989	99306	66758
2990	99337	66723
2991	99372	66691
2992	99404	66657
2993	99435	66622
2994	99465	66587
2995	99498	66553
2996	99535	66523
2997	99575	66494
2998	99612	66463
2999	99645	66430
3000	99678	66397
3001	99711	66363
3002	99747	66332
3003	99778	66297
3004	99813	66265
3005	99844	66231
3006	99877	66197
3007	99914	66166
3008	99948	66133
3009	99982	66101
3010	100013	66066
3011	100045	66032
3012	100079	66000
3013	100110	65965
3014	100146	65934
3015	100183	65903
3016	100215	65869
3017	100246	65834
3018	100281	65802
3019	100311	65767
3020	100339	65730
3021	100373	65697
3022	100425	65676
3023	100456	65642
3024	100489	65609
3025	100519	65573
3026	100549	65538
3027	100585	65506
3028	100615	65471
3029	100648	65437
3030	100680	65403
3031	100708	65367
3032	100738	65332
3033	100770	65298
3034	100801	65263
3035	100835	65230
3036	100868	65197
3037	100898	65162
3038	100929	65127
3039	100959	65092
3040	100990	65057
3041	101022	65023
3042	101057	64991
3043	101090	64958
3044	101119	64922
3045	101149	64886
3046	101181	64853
3047	101212	64818
3048	101243	64783
3049	101280	64753
3050	101322	64725
3051	101356	64692
3052	101386	64657
3053	101416	64622
3054	101449	64588
3055	101482	64555
3056	101516	64523
3057	101551	64490
3058	101583	64456
3059	101613	64421
3060	101643	64386
3061	101674	64351
3062	101710	64320
3063	101743	64286
3064	101773	64251
3065	101804	64217
3066	101834	64182
3067	101864	64146
3068	101899	64114
3069	101930	64080
3070	101964	64047
3071	101993	64011
3072	102024	63977
3073	102057	63943
3074	102089	63909
3075	102122	63876
3076	102156	63843
3077	102190	63810
3078	102221	63776
3079	102249	63740
3080	102280	63705
3081	102311	63670
3082	102342	63636
3083	102378	63604
3084	102418	63575
3085	102452	63543
3086	102483	63508
3087	102514	63473
3088	102545	63439
3089	102581	63408
3090	102615	63375
3091	102645	63339
3092	102676	63305
3093	102707	63271
3094	102738	63236
3095	102771	63203
3096	102806	63171
3097	102846	63142
3098	102878	63108
3099	102910	63074
3100	102942	63040
3101	102973	63005
3102	103007	62972
3103	103045	62942
3104	103080	62910
3105	103113	62877
3106	103147	62844
3107	103180	62811
3108	103221	62782
3109	103252	62748
3110	103272	62707
3111	103293	62666
3112	103314	62625
3113	103335	62585
3114	103357	62545
3115	103384	62508
3116	103420	62476
3117	103452	62443
3118	103485	62409
3119	103518	62376
3120	103548	62341
3121	103578	62306
3122	103610	62272
3123	103642	62238
3124	103674	62204
3125	103708	62172
3126	103740	62138
3127	103773	62105
3128	103805	62070
3129	103839	62038
3130	103878	62008
3131	103911	61975
3132	103944	61942
3133	103982	61911
3134	104017	61879
3135	104049	61845
3136	104084	61813
3137	104122	61783
3138	104161	61753
3139	104201	61724
3140	104240	61694
3141	104276	61663
3142	104310	61630
3143	104348	61600
3144	104386	61569
3145	104423	61539
3146	104454	61504
3147	104487	61470
3148	104522	61439
3149	104557	61406
3150	104589	61372
3151	104622	61339
3152	104652	61304
3153	104680	61268
3154	104714	61235
3155	104746	61201
3156	104779	61168
3157	104812	61135
3158	104844	61101
3159	104877	61067
3160	104908	61033
3161	104944	61002
3162	104980	60970
3163	105012	60936
3164	105043	60902
3165	105073	60866
3166	105104	60832
3167	105135	60798
3168	105169	60765
3169	105207	60734
3170	105248	60706
3171	105278	60671
3172	105310	60637
3173	105342	60603
3174	105373	60569
3175	105409	60537
3176	105449	60507
3177	105481	60474
3178	105527	60448
3179	105583	60428
3180	105639	60408
3181	105679	60378
3182	105718	60348
3183	105761	60321
3184	105794	60288
3185	105832	60257
3186	105863	60222
3187	105892	60187
3188	105925	60154
3189	105958	60120
3190	105990	60086
3191	106025	60054
3192	106060	60022
3193	106091	59987
3194	106123	59953
3195	106156	59920
3196	106186	59885
3197	106217	59850
3198	106249	59817
3199	106282	59783
3200	106315	59750
3201	106350	59718
3202	106381	59683
3203	106413	59649
3204	106446	59616
3205	106480	59584
3206	106512	59549
3207	106547	59517
3208	106578	59483
3209	106608	59448
3210	106639	59413
3211	106669	59379
3212	106702	59345
3213	106738	59313
3214	106770	59280
3215	106799	59244
