iter	MultiClass
1664	2.368346011
1665	2.368080414
1666	2.367993625
1667	2.367938366
1668	2.367896131
1669	2.367574411
1670	2.367461519
1671	2.36729979
1672	2.367167896
1673	2.366967202
1674	2.366726304
1675	2.366523792
1676	2.36616032
1677	2.366049041
1678	2.36600563
1679	2.365774006
1680	2.365575112
1681	2.365412826
1682	2.365138602
1683	2.364964896
1684	2.364696284
1685	2.364584977
1686	2.36447809
1687	2.364383125
1688	2.36417497
1689	2.363895804
1690	2.363695822
1691	2.363595141
1692	2.363475357
1693	2.363433622
1694	2.363143396
1695	2.36308017
1696	2.363019177
1697	2.36294155
1698	2.362857423
1699	2.362559907
1700	2.362293585
1701	2.362135982
1702	2.362022921
1703	2.36192754
1704	2.361884003
1705	2.361748035
1706	2.361654397
1707	2.361420534
1708	2.361152853
1709	2.360965081
1710	2.360689912
1711	2.360626919
1712	2.360355566
1713	2.360123195
1714	2.360042141
1715	2.359963087
1716	2.359680307
1717	2.359354614
1718	2.359272102
1719	2.358798724
1720	2.358744553
1721	2.358649888
1722	2.358528823
1723	2.358134502
1724	2.357844177
1725	2.357795629
1726	2.357729345
1727	2.35757893
1728	2.357282928
1729	2.357152517
1730	2.357038205
1731	2.356955231
1732	2.356885351
1733	2.3567877
1734	2.356550159
1735	2.356261949
1736	2.355948654
1737	2.355804587
1738	2.355707779
1739	2.355512347
1740	2.355391217
1741	2.355213687
1742	2.354962656
1743	2.35472003
1744	2.354613204
1745	2.354540588
1746	2.354494194
1747	2.354210977
1748	2.354027317
1749	2.353946686
1750	2.353718206
1751	2.353554512
1752	2.35328774
1753	2.353090123
1754	2.352987604
1755	2.352911325
1756	2.352761575
1757	2.352717285
1758	2.352624196
1759	2.352452738
1760	2.352181944
1761	2.35206777
1762	2.351912076
1763	2.351719177
1764	2.35148615
1765	2.351223949
1766	2.3509901
1767	2.350966537
1768	2.350849429
1769	2.350836257
1770	2.350746141
1771	2.350498305
1772	2.350283501
1773	2.350121855
1774	2.350039
1775	2.349917124
1776	2.349824752
1777	2.349690225
1778	2.349595376
1779	2.349508319
1780	2.349488966
1781	2.349250297
1782	2.348980088
1783	2.348911726
1784	2.348638198
1785	2.348314902
1786	2.347996269
1787	2.347926158
1788	2.347842125
1789	2.347779131
1790	2.34765421
1791	2.347539808
1792	2.347435304
1793	2.34714224
1794	2.346979193
1795	2.346798806
1796	2.346709501
1797	2.346619298
1798	2.346389779
1799	2.346349235
1800	2.346113811
1801	2.345804709
1802	2.345389337
1803	2.34517895
1804	2.345098892
1805	2.344945104
1806	2.344802872
1807	2.344439467
1808	2.344000796
1809	2.343935266
1810	2.343650394
1811	2.343483295
1812	2.343271172
1813	2.343179509
1814	2.343038927
1815	2.34280081
1816	2.342688502
1817	2.342580117
1818	2.342453514
1819	2.342336555
1820	2.342250422
1821	2.342158808
1822	2.342118472
1823	2.342021889
1824	2.341786569
1825	2.341579918
1826	2.341458233
1827	2.341333871
1828	2.341055982
1829	2.340849805
1830	2.340737692
1831	2.340669893
1832	2.340609752
1833	2.340527252
1834	2.34006087
1835	2.339984443
1836	2.339864894
1837	2.339777803
1838	2.339424011
1839	2.339261911
1840	2.339163284
1841	2.339127358
1842	2.338847713
1843	2.338816277
1844	2.338731072
1845	2.338625392
1846	2.338370012
1847	2.33811868
1848	2.338089257
1849	2.338074327
1850	2.337983429
1851	2.337722727
1852	2.337513019
1853	2.337381699
1854	2.33709091
1855	2.33678749
1856	2.33653602
1857	2.336264944
1858	2.336153886
1859	2.335969686
1860	2.335871462
1861	2.335812597
1862	2.335466541
1863	2.335361066
1864	2.335261798
1865	2.335107518
1866	2.334787704
1867	2.334586636
1868	2.33448831
1869	2.334292549
1870	2.334003266
1871	2.333970861
1872	2.333904146
1873	2.333734774
1874	2.333444937
1875	2.333293672
1876	2.333135378
1877	2.333036334
1878	2.3328382
1879	2.33260479
1880	2.332577629
1881	2.332297978
1882	2.332224949
1883	2.332020793
1884	2.331926613
1885	2.331768287
1886	2.331726528
1887	2.331668724
1888	2.331548404
1889	2.331458495
1890	2.331448002
1891	2.331263458
1892	2.331002553
1893	2.33089324
1894	2.330542554
1895	2.330514067
1896	2.330374348
1897	2.330269863
1898	2.330027884
1899	2.329954412
1900	2.32983843
1901	2.329548702
1902	2.329305519
1903	2.329065923
1904	2.328985044
1905	2.328935114
1906	2.328833817
1907	2.328581125
1908	2.328484845
1909	2.32812237
1910	2.327785946
1911	2.327718817
1912	2.327655951
1913	2.327457671
1914	2.327325627
1915	2.327064205
1916	2.326864659
1917	2.326708859
1918	2.326634984
1919	2.326551043
1920	2.326270985
1921	2.326025045
1922	2.325837023
1923	2.325423441
1924	2.325333436
1925	2.325102954
1926	2.324815985
1927	2.324395413
1928	2.324230296
1929	2.324185495
1930	2.324168806
1931	2.323969284
1932	2.323865924
1933	2.32371326
1934	2.323477518
1935	2.323293339
1936	2.323205036
1937	2.3231638
1938	2.322913129
1939	2.322823822
1940	2.322672799
1941	2.322651387
1942	2.322582426
1943	2.322452925
1944	2.322423318
1945	2.322269005
1946	2.322172423
1947	2.322075634
1948	2.321991698
1949	2.321879348
1950	2.321814959
1951	2.321755317
1952	2.321445931
1953	2.321306069
1954	2.321129563
1955	2.320922685
1956	2.320899953
1957	2.320682164
1958	2.320532273
1959	2.320390706
1960	2.320266282
1961	2.320183566
1962	2.320030871
1963	2.319770157
1964	2.319501276
1965	2.319387574
1966	2.319288473
1967	2.319116254
1968	2.319013621
1969	2.318809101
1970	2.318523126
1971	2.318431627
1972	2.318394665
1973	2.318169526
1974	2.317957563
1975	2.31784869
1976	2.317747117
1977	2.317648959
1978	2.317438285
1979	2.317176159
1980	2.317103744
1981	2.317096734
1982	2.316827902
1983	2.316659918
1984	2.316368811
1985	2.316273587
1986	2.316184727
1987	2.31616332
1988	2.316144376
1989	2.315966282
1990	2.315767736
1991	2.315766624
1992	2.315612931
1993	2.315311575
1994	2.315002486
1995	2.314572618
1996	2.314506202
1997	2.314493594
1998	2.31425569
1999	2.314078866
2000	2.313755369
2001	2.313497974
2002	2.313386204
2003	2.31314959
2004	2.312913169
2005	2.312758913
2006	2.312449045
2007	2.312355999
2008	2.312082927
2009	2.31182368
2010	2.311444533
2011	2.311261782
2012	2.311102416
2013	2.311026436
2014	2.310839772
2015	2.310726148
2016	2.310652897
2017	2.310457115
2018	2.310353742
2019	2.310277303
2020	2.310164922
2021	2.31010177
2022	2.309941734
2023	2.309810642
2024	2.309626953
2025	2.309588325
2026	2.309142592
2027	2.30888602
2028	2.308619559
2029	2.308443259
2030	2.308276852
2031	2.308219267
2032	2.308048912
2033	2.307946119
2034	2.307707577
2035	2.30746525
2036	2.307252144
2037	2.307234082
2038	2.307160259
2039	2.306945122
2040	2.306912022
2041	2.306842017
2042	2.306703201
2043	2.306664509
2044	2.306479268
2045	2.306413289
2046	2.306384606
2047	2.30623675
2048	2.30603453
2049	2.305949969
2050	2.305706511
2051	2.305626796
2052	2.305272216
2053	2.305055564
2054	2.304908128
2055	2.304881603
2056	2.304725375
2057	2.304503328
2058	2.304401535
2059	2.304347595
2060	2.30429305
2061	2.304023754
2062	2.303615276
2063	2.303461477
2064	2.303389445
2065	2.303334292
2066	2.303141339
2067	2.302948713
2068	2.302892673
2069	2.302614236
2070	2.302522445
2071	2.302468245
2072	2.302296333
2073	2.302262008
2074	2.302182442
2075	2.302090518
2076	2.301664666
2077	2.301623211
2078	2.301380718
2079	2.301357612
2080	2.30111996
2081	2.30101293
2082	2.300901038
2083	2.300628275
2084	2.30041315
2085	2.300308009
2086	2.300234987
2087	2.300159527
2088	2.299977209
2089	2.299869658
2090	2.299719825
2091	2.299509966
2092	2.299433886
2093	2.299247665
2094	2.299239897
2095	2.298972787
2096	2.298699509
2097	2.298564235
2098	2.298247944
2099	2.298180213
2100	2.29806611
2101	2.297829464
2102	2.297774412
2103	2.297534141
2104	2.297463453
2105	2.297381735
2106	2.297272066
2107	2.297168153
2108	2.297077207
2109	2.296961728
2110	2.296841999
2111	2.296735729
2112	2.296510104
2113	2.29626368
2114	2.296160414
2115	2.295942254
2116	2.295700923
2117	2.295481667
2118	2.295258426
2119	2.294970429
2120	2.29488526
2121	2.294545097
2122	2.294458847
2123	2.294420934
2124	2.294360943
2125	2.294300173
2126	2.294233895
2127	2.294143705
2128	2.294121539
2129	2.293906959
2130	2.293692102
2131	2.293500636
2132	2.293274791
2133	2.293179982
2134	2.293086186
2135	2.292857513
2136	2.292591664
2137	2.292305662
2138	2.292200528
2139	2.292110142
2140	2.292005194
2141	2.291943724
2142	2.291926136
2143	2.29179569
2144	2.291785396
2145	2.291681944
2146	2.291573349
2147	2.291388847
2148	2.291332494
2149	2.291269254
2150	2.291181418
2151	2.291144288
2152	2.290743038
2153	2.290561771
2154	2.29053932
2155	2.290345057
2156	2.290189672
2157	2.29008739
2158	2.289801097
2159	2.289613312
2160	2.289478256
2161	2.289374204
2162	2.289114226
2163	2.288991548
2164	2.288967592
2165	2.288891294
2166	2.288640496
2167	2.288620365
2168	2.288500973
2169	2.288275094
2170	2.288047469
2171	2.287903651
2172	2.287761201
2173	2.287508763
2174	2.287279116
2175	2.286990845
2176	2.286853338
2177	2.286611891
2178	2.286416092
2179	2.28629135
2180	2.286143092
2181	2.286116872
2182	2.285962605
2183	2.285916483
2184	2.285632029
2185	2.285592544
2186	2.285334503
2187	2.285252061
2188	2.284785636
2189	2.284721224
2190	2.284436293
2191	2.284260809
2192	2.284254504
2193	2.284208846
2194	2.284178127
2195	2.284025171
2196	2.283943238
2197	2.28392978
2198	2.283481683
2199	2.283291813
2200	2.283171707
2201	2.283121541
2202	2.283056809
2203	2.28296196
2204	2.282911442
2205	2.282769239
2206	2.282690375
2207	2.282464588
2208	2.282296272
2209	2.282239129
2210	2.282178618
2211	2.28215194
2212	2.282025655
2213	2.282009897
2214	2.281815967
2215	2.281709149
2216	2.281485062
2217	2.281443173
2218	2.281383999
2219	2.281270695
2220	2.281256519
2221	2.281202202
2222	2.281053527
2223	2.281009679
2224	2.280811156
2225	2.280667113
2226	2.280572714
2227	2.280355882
2228	2.280298498
2229	2.280237588
2230	2.280035486
2231	2.279986762
2232	2.279815364
2233	2.279755308
2234	2.279653887
2235	2.279411836
2236	2.279346293
2237	2.278973925
2238	2.278970995
2239	2.278877538
2240	2.278720402
2241	2.278584383
2242	2.278539892
2243	2.278190284
2244	2.277952388
2245	2.277667104
2246	2.277650657
2247	2.277559528
2248	2.277360758
2249	2.277304166
2250	2.277143378
2251	2.277115507
2252	2.277043764
2253	2.276855554
2254	2.276816173
2255	2.27653358
2256	2.276468307
2257	2.276286213
2258	2.275922122
2259	2.275777315
2260	2.275551414
2261	2.275423667
2262	2.275227506
2263	2.27509752
2264	2.275008285
2265	2.27484436
2266	2.274745709
2267	2.274630035
2268	2.274579072
2269	2.274476653
2270	2.274203571
2271	2.274169011
2272	2.274135159
2273	2.27412505
2274	2.274042163
2275	2.273836979
2276	2.273535898
2277	2.273458781
2278	2.273376284
2279	2.27336152
2280	2.273110249
2281	2.272983768
2282	2.272962327
2283	2.272833526
2284	2.272767512
2285	2.27243483
2286	2.272351517
2287	2.272103694
2288	2.271771739
2289	2.271692645
2290	2.271526996
2291	2.271459801
2292	2.271285854
2293	2.2712163
2294	2.271034599
2295	2.270889236
2296	2.27083506
2297	2.270740854
2298	2.270653191
2299	2.270342757
2300	2.270295807
2301	2.270228274
2302	2.270082716
2303	2.270039299
2304	2.269755021
2305	2.26954583
2306	2.269359297
2307	2.268982233
2308	2.268859632
2309	2.268751681
2310	2.268691854
2311	2.268591081
2312	2.268516918
2313	2.26826823
2314	2.268233777
2315	2.268222152
2316	2.268075844
2317	2.267936839
2318	2.267619888
2319	2.267383861
2320	2.267318783
2321	2.267240724
2322	2.267080243
2323	2.266960975
2324	2.266902577
2325	2.266844233
2326	2.266602341
2327	2.266421545
2328	2.266409251
2329	2.266351146
2330	2.266290553
2331	2.266237695
2332	2.266132477
2333	2.266060615
2334	2.265969624
2335	2.265748174
2336	2.265579046
2337	2.265447081
2338	2.265433792
2339	2.265184268
2340	2.265080147
2341	2.264810893
2342	2.264792364
2343	2.264688837
2344	2.264469471
2345	2.264432814
2346	2.264317676
2347	2.264286104
2348	2.26407954
2349	2.263999605
2350	2.263896242
2351	2.263783491
2352	2.263776743
2353	2.263675518
2354	2.263543114
2355	2.263449698
2356	2.26328635
2357	2.263207514
2358	2.263111844
2359	2.26283356
2360	2.262660788
2361	2.262426677
2362	2.262235827
2363	2.262164121
2364	2.262012931
2365	2.261691141
2366	2.261658809
2367	2.261568244
2368	2.261465432
2369	2.261242858
2370	2.260948804
2371	2.260928635
2372	2.260862338
2373	2.260659406
2374	2.260298569
2375	2.260136042
2376	2.260100173
2377	2.259990422
2378	2.25990842
2379	2.259851169
2380	2.259675872
2381	2.259597427
2382	2.259405331
2383	2.259318246
2384	2.259286401
2385	2.259278039
2386	2.259138618
2387	2.258963497
2388	2.25892909
2389	2.258869924
2390	2.258813199
2391	2.258709701
2392	2.258698491
2393	2.258558627
2394	2.25850466
2395	2.258389349
2396	2.258308735
2397	2.257867501
2398	2.257840597
2399	2.25767877
2400	2.257374817
2401	2.257244404
2402	2.257049033
2403	2.256974776
2404	2.256957302
2405	2.256725077
2406	2.256517233
2407	2.256361457
2408	2.256026324
2409	2.25595174
2410	2.255827489
2411	2.255656844
2412	2.255377503
2413	2.255337108
2414	2.255240474
2415	2.255181043
2416	2.255148377
2417	2.255065428
2418	2.254870458
2419	2.254651503
2420	2.254611716
2421	2.254399484
2422	2.25439601
2423	2.254345702
2424	2.254283133
2425	2.254186709
2426	2.253984086
2427	2.253948658
2428	2.253737803
2429	2.253637339
2430	2.25345714
2431	2.253174118
2432	2.253062041
2433	2.252944442
2434	2.252742388
2435	2.252669691
2436	2.252647099
2437	2.25259708
2438	2.25249494
2439	2.252365652
2440	2.252287911
2441	2.252036953
2442	2.251789111
2443	2.251487817
2444	2.251297068
2445	2.251107299
2446	2.250839615
2447	2.250700196
2448	2.250492616
2449	2.25046886
2450	2.250339063
2451	2.250274441
2452	2.250255798
2453	2.250213799
2454	2.250133708
2455	2.250053144
2456	2.249996615
2457	2.249943606
2458	2.2498792
2459	2.249709999
2460	2.249597437
2461	2.249482412
2462	2.249429762
2463	2.249249538
2464	2.249053802
2465	2.24904995
2466	2.249010573
2467	2.248769182
2468	2.248665734
2469	2.248603796
2470	2.248331988
2471	2.24806163
2472	2.248008976
2473	2.24789744
2474	2.247686398
2475	2.247613841
2476	2.247347832
2477	2.247195885
2478	2.247082929
2479	2.247013576
2480	2.246951403
2481	2.246746393
2482	2.246567578
2483	2.246433785
2484	2.246227869
2485	2.246225487
2486	2.246050713
2487	2.245948792
2488	2.245854303
2489	2.245672833
2490	2.245619368
2491	2.245601973
2492	2.245545312
2493	2.245434066
2494	2.245294291
2495	2.245181868
2496	2.245031952
2497	2.244987486
2498	2.244740004
2499	2.244548026
2500	2.244399049
2501	2.244286492
2502	2.244187592
2503	2.244119969
2504	2.244066434
2505	2.243965655
2506	2.243824042
2507	2.243721646
2508	2.243645981
2509	2.243545859
2510	2.243534479
2511	2.24341518
2512	2.243348533
2513	2.243269572
2514	2.24319899
2515	2.243138797
2516	2.242841646
2517	2.24278925
2518	2.242708099
2519	2.242674976
2520	2.24248657
2521	2.24224413
2522	2.241800352
2523	2.241476258
2524	2.241384703
2525	2.24131684
2526	2.241297851
2527	2.241152459
2528	2.24108869
2529	2.241039858
2530	2.240982415
2531	2.240921674
2532	2.24087842
2533	2.240822774
2534	2.240708879
2535	2.240576947
2536	2.240539436
2537	2.240311277
2538	2.240085163
2539	2.240075028
2540	2.24003725
2541	2.239981191
2542	2.239878152
2543	2.239728826
2544	2.239500584
2545	2.239225298
2546	2.239076792
2547	2.238852465
2548	2.238801955
2549	2.238668467
2550	2.238498625
2551	2.238413526
2552	2.238322616
2553	2.238112294
2554	2.238051894
2555	2.237939142
2556	2.237757893
2557	2.237600865
2558	2.237543201
2559	2.237415959
2560	2.23730776
2561	2.237200499
2562	2.237165861
2563	2.237140249
2564	2.237023427
2565	2.236852768
2566	2.236687709
2567	2.236546948
2568	2.236417187
2569	2.236277023
2570	2.236165477
2571	2.236045778
2572	2.235983254
2573	2.235835544
2574	2.235587722
2575	2.235443896
2576	2.235296014
2577	2.23518646
2578	2.235132773
2579	2.235116025
2580	2.235104541
2581	2.234961166
2582	2.234759218
2583	2.234625365
2584	2.23453964
2585	2.234486732
2586	2.234313153
2587	2.234209771
2588	2.233971294
2589	2.233888174
2590	2.233704429
2591	2.233625697
2592	2.233505728
2593	2.233427665
2594	2.233060053
2595	2.232806176
2596	2.232612693
2597	2.232408949
2598	2.232026408
2599	2.231927719
2600	2.231741882
2601	2.231540144
2602	2.231429784
2603	2.231252903
2604	2.230989006
2605	2.230922666
2606	2.230753824
2607	2.230644267
2608	2.230514822
2609	2.230313626
2610	2.230267191
2611	2.23016358
2612	2.230011686
2613	2.229991248
2614	2.229906992
2615	2.229571312
2616	2.229451621
2617	2.229387635
2618	2.22908534
2619	2.22880116
2620	2.228727491
2621	2.228661248
2622	2.228641118
2623	2.228439044
2624	2.228413023
2625	2.228366388
2626	2.228281692
2627	2.228242818
2628	2.227971654
2629	2.227840888
2630	2.227629375
2631	2.227546794
2632	2.227361632
2633	2.227295118
2634	2.227242816
2635	2.227163779
2636	2.227094445
2637	2.226914468
2638	2.226812853
2639	2.226761756
2640	2.226673978
2641	2.226671468
2642	2.226588794
2643	2.226400766
2644	2.226294205
2645	2.226178995
2646	2.226106871
2647	2.225999001
2648	2.225977309
2649	2.225838916
2650	2.225705636
2651	2.225566168
2652	2.225498118
2653	2.225346622
2654	2.225041878
2655	2.224824811
2656	2.224774679
2657	2.224621661
2658	2.224533159
2659	2.224283222
2660	2.224255048
2661	2.224204221
2662	2.22399424
2663	2.223926839
2664	2.223870185
2665	2.223656927
2666	2.223405526
2667	2.223328882
2668	2.223183651
2669	2.22282852
2670	2.222703892
2671	2.22269214
2672	2.222640646
2673	2.222577378
2674	2.222482879
2675	2.222344651
2676	2.222211147
2677	2.221960113
2678	2.221749267
2679	2.221659803
2680	2.221484146
2681	2.221408719
2682	2.221340436
2683	2.221234057
2684	2.221178926
2685	2.220983971
2686	2.220910399
2687	2.220810976
2688	2.220675627
2689	2.220592245
2690	2.220577154
2691	2.220551964
2692	2.220518414
2693	2.220447394
2694	2.22044601
2695	2.220372801
2696	2.220180683
2697	2.220100231
2698	2.219949391
2699	2.219920362
2700	2.219592395
2701	2.219530337
2702	2.219448005
2703	2.219220774
2704	2.219010587
2705	2.218870164
2706	2.218844505
2707	2.218760669
2708	2.218537153
2709	2.218321114
2710	2.218249924
2711	2.218035694
2712	2.217890909
2713	2.21765858
2714	2.217611606
2715	2.217324221
2716	2.217258941
2717	2.217058226
2718	2.216861336
2719	2.216672809
2720	2.216576217
2721	2.21646968
2722	2.216243648
2723	2.21618566
2724	2.216161391
2725	2.215984517
2726	2.215943925
2727	2.215668273
2728	2.215543022
2729	2.215429255
2730	2.215273492
2731	2.215119858
2732	2.215085762
2733	2.21508014
2734	2.214965347
2735	2.214763368
2736	2.214630406
2737	2.214624026
2738	2.214562132
2739	2.2145509
2740	2.21452851
2741	2.214294247
2742	2.214292404
2743	2.214218272
2744	2.214078293
2745	2.213918588
2746	2.213868985
2747	2.213650441
2748	2.213384988
2749	2.213328456
2750	2.213327521
2751	2.213319496
2752	2.213263866
2753	2.213073789
2754	2.2129702
2755	2.212813869
2756	2.212803621
2757	2.212678825
2758	2.212550048
2759	2.212453864
2760	2.212366825
2761	2.212305494
2762	2.212270152
2763	2.212087807
2764	2.211999579
2765	2.211741661
2766	2.211577412
2767	2.211410492
2768	2.211401786
2769	2.211328397
2770	2.211093991
2771	2.211025725
2772	2.210926296
2773	2.210811329
2774	2.210741411
2775	2.210471371
2776	2.210420788
2777	2.210173238
2778	2.20995564
2779	2.209910791
2780	2.209886087
2781	2.209637434
2782	2.20959852
2783	2.209385712
2784	2.209222854
2785	2.209172673
2786	2.209065844
2787	2.208861312
2788	2.208636863
2789	2.208392725
2790	2.208198216
2791	2.208070654
2792	2.207971135
2793	2.207722059
2794	2.207662413
2795	2.207306552
2796	2.20720216
2797	2.207103892
2798	2.206982935
2799	2.20692024
2800	2.206837524
2801	2.206743139
2802	2.206723549
2803	2.206705692
2804	2.206609796
2805	2.206507414
2806	2.206439965
2807	2.206300252
2808	2.206111581
2809	2.206023601
2810	2.205977775
2811	2.205815402
2812	2.205734384
2813	2.205693381
2814	2.205486095
2815	2.205480962
2816	2.205278628
2817	2.20512187
2818	2.204884211
2819	2.20486336
2820	2.204759541
2821	2.204576559
2822	2.204471038
2823	2.204334984
2824	2.204283732
2825	2.204212369
2826	2.204059838
2827	2.203842577
2828	2.203696122
2829	2.203530693
2830	2.203236842
2831	2.203199275
2832	2.203010012
2833	2.202839777
2834	2.202628176
2835	2.202410142
2836	2.202374292
2837	2.202201728
2838	2.202183897
2839	2.202030332
2840	2.201784963
2841	2.201709542
2842	2.201660779
2843	2.201591916
2844	2.201373787
2845	2.201262139
2846	2.201233405
2847	2.201060903
2848	2.200845694
2849	2.200574682
2850	2.20034777
2851	2.20032475
2852	2.200114824
2853	2.200089337
2854	2.2000329
2855	2.199736339
2856	2.199712809
2857	2.19952944
2858	2.199407883
2859	2.199234346
2860	2.198914189
2861	2.198782897
2862	2.198567487
2863	2.198488434
2864	2.198277883
2865	2.198142116
2866	2.197922284
2867	2.197837696
2868	2.197755638
2869	2.197607579
2870	2.197580478
2871	2.197488858
2872	2.197339692
2873	2.197167423
2874	2.196959234
2875	2.196812669
2876	2.196674918
2877	2.196540744
2878	2.196380493
2879	2.196314214
2880	2.196111259
2881	2.196056262
2882	2.19601342
2883	2.195759514
2884	2.195610622
2885	2.19545759
2886	2.195281683
2887	2.195094688
2888	2.194968745
2889	2.194863535
2890	2.194787789
2891	2.194682047
2892	2.194621239
2893	2.194476963
2894	2.194345177
2895	2.194332561
2896	2.194197248
2897	2.194015298
2898	2.194009812
2899	2.193949775
2900	2.19393394
2901	2.19376953
2902	2.193689111
2903	2.193532571
2904	2.193348693
2905	2.193258694
2906	2.193103442
2907	2.192990259
2908	2.192806177
2909	2.192642966
2910	2.19261418
2911	2.192462518
2912	2.192295045
2913	2.192227051
2914	2.192180111
2915	2.191988431
2916	2.191766153
2917	2.191550391
2918	2.191445897
2919	2.191436454
2920	2.191354655
2921	2.191146405
2922	2.191060835
2923	2.191005717
2924	2.190919515
2925	2.190909837
2926	2.190769275
2927	2.19059526
2928	2.190446425
2929	2.190286221
2930	2.19002515
2931	2.189985049
2932	2.189957193
2933	2.189770216
2934	2.189673717
2935	2.189511825
2936	2.189371766
2937	2.189175555
2938	2.189070918
2939	2.188997441
2940	2.188944758
2941	2.1889074
2942	2.188733793
2943	2.188663969
2944	2.188619645
2945	2.188588851
2946	2.188542063
2947	2.188483715
2948	2.188289272
2949	2.188203693
2950	2.188158544
2951	2.188058383
2952	2.187917076
2953	2.187887742
2954	2.187732546
2955	2.187688509
2956	2.187639301
2957	2.187573301
2958	2.187341001
2959	2.187123827
2960	2.187031316
2961	2.186870814
2962	2.186612529
2963	2.186489522
2964	2.186328529
2965	2.186248569
2966	2.186177413
2967	2.186028559
2968	2.18597002
2969	2.185885023
2970	2.185833978
2971	2.185792608
2972	2.185589316
2973	2.185489263
2974	2.185328104
2975	2.185064939
2976	2.184937973
2977	2.1849353
2978	2.184828872
2979	2.184690828
2980	2.184520132
2981	2.184300657
2982	2.184019302
2983	2.183963498
2984	2.183865845
2985	2.183864545
2986	2.183668546
2987	2.183579011
2988	2.183168304
2989	2.183119453
2990	2.18302291
2991	2.182798339
2992	2.182610012
2993	2.182572208
2994	2.18245374
2995	2.182353342
2996	2.182305457
2997	2.182228249
2998	2.182183375
2999	2.182164777
3000	2.182129211
3001	2.181903502
3002	2.181768357
3003	2.181689567
3004	2.181543902
3005	2.181465203
3006	2.181276009
3007	2.181089668
3008	2.180926128
3009	2.180669275
3010	2.180552721
3011	2.180449719
3012	2.180256513
3013	2.180181427
3014	2.180158929
3015	2.18007323
3016	2.179776343
3017	2.179747324
3018	2.17959216
3019	2.179442529
3020	2.179170896
3021	2.179029461
3022	2.178820805
3023	2.178675502
3024	2.178512372
3025	2.178300767
3026	2.178270468
3027	2.178197892
3028	2.178089867
3029	2.177791025
3030	2.177663049
3031	2.177646298
3032	2.177551736
3033	2.17751094
3034	2.177379607
3035	2.17732259
3036	2.177124746
3037	2.177061277
3038	2.176867729
3039	2.176702731
3040	2.176541409
3041	2.176422322
3042	2.176118526
3043	2.175957583
3044	2.175596935
3045	2.175497651
3046	2.175363565
3047	2.175348311
3048	2.175147999
3049	2.174869626
3050	2.174695318
3051	2.174584898
3052	2.174336193
3053	2.17423199
3054	2.173975891
3055	2.173784378
3056	2.173653377
3057	2.17359053
3058	2.173471542
3059	2.173410087
3060	2.173311285
3061	2.173127232
3062	2.172904397
3063	2.172899275
3064	2.172888811
3065	2.172883884
3066	2.17272076
3067	2.172464869
3068	2.172357384
3069	2.172104384
3070	2.171993469
3071	2.171903229
3072	2.171800196
3073	2.17169792
3074	2.171443356
3075	2.171414342
3076	2.171315874
3077	2.17125578
3078	2.171106825
3079	2.170886189
3080	2.170676702
3081	2.170503377
3082	2.170427
3083	2.170328829
3084	2.170172896
3085	2.170116104
3086	2.169906987
3087	2.169632066
3088	2.16941749
3089	2.169363539
3090	2.169284691
3091	2.169161785
3092	2.169105055
3093	2.16894467
3094	2.168748907
3095	2.168460514
3096	2.168353729
3097	2.168324603
3098	2.168099015
3099	2.167832299
3100	2.167818106
3101	2.16752302
3102	2.167468754
3103	2.167239233
3104	2.167080782
3105	2.167032529
3106	2.166953315
3107	2.166894642
3108	2.166881954
3109	2.166717211
3110	2.166360933
3111	2.166295348
3112	2.166199785
3113	2.166118803
3114	2.166069955
3115	2.166005705
3116	2.16594913
3117	2.165647158
3118	2.165563642
3119	2.16546731
3120	2.165366524
3121	2.165257708
3122	2.165197453
3123	2.164995158
3124	2.164717849
3125	2.164556735
3126	2.164479933
3127	2.16441196
3128	2.164234605
3129	2.164131224
3130	2.164019245
3131	2.163897335
3132	2.163837598
3133	2.163834897
3134	2.163659086
3135	2.163601682
3136	2.163597835
3137	2.16340675
3138	2.16322267
3139	2.163206473
3140	2.163090323
3141	2.162811602
3142	2.162607774
3143	2.162548188
3144	2.162353477
3145	2.162175701
3146	2.162112498
3147	2.162048017
3148	2.161825464
3149	2.161662823
3150	2.161465119
3151	2.161392989
3152	2.161340552
3153	2.161242619
3154	2.161145499
3155	2.16088955
3156	2.160802679
3157	2.16069199
3158	2.160615814
3159	2.160561298
3160	2.16036194
3161	2.160217537
3162	2.159907373
3163	2.159855112
3164	2.159763647
3165	2.159615299
3166	2.159402188
3167	2.159191241
3168	2.159135044
3169	2.159074049
3170	2.159067287
3171	2.159039917
3172	2.159027638
3173	2.158818541
3174	2.158593246
3175	2.158511705
3176	2.158335132
3177	2.158122624
3178	2.158027514
3179	2.157959839
3180	2.15775911
3181	2.157732835
3182	2.157723067
3183	2.157647252
3184	2.157564145
3185	2.157521684
3186	2.157130389
3187	2.15706034
3188	2.157023362
3189	2.156995068
3190	2.156754993
3191	2.156569558
3192	2.156538817
3193	2.156511455
3194	2.156264076
3195	2.156166018
3196	2.156118655
3197	2.156103393
3198	2.155917827
3199	2.155623703
3200	2.155527562
3201	2.155452594
3202	2.155412413
3203	2.155361541
3204	2.15511775
3205	2.155091815
3206	2.154944633
3207	2.15475757
3208	2.154624068
3209	2.154609198
3210	2.154521228
3211	2.154251774
3212	2.154053456
3213	2.153888966
3214	2.153795359
3215	2.153599157
3216	2.153536242
3217	2.153453874
