iter	MultiClass
192	2.660299059
193	2.660258814
194	2.66003546
195	2.659856813
196	2.659718491
197	2.659427986
198	2.659421328
199	2.659120017
200	2.658644645
201	2.658327503
202	2.658251173
203	2.658070999
204	2.657808911
205	2.657620801
206	2.657474539
207	2.657349409
208	2.657304461
209	2.65707728
210	2.656886856
211	2.65651705
212	2.656053625
213	2.655774062
214	2.655606874
215	2.655448948
216	2.655330468
217	2.655237999
218	2.655127827
219	2.654929824
220	2.654766348
221	2.654170495
222	2.653930485
223	2.653850473
224	2.653658652
225	2.653147015
226	2.653137854
227	2.65273734
228	2.652389857
229	2.652074916
230	2.651753432
231	2.651492754
232	2.651010364
233	2.650698251
234	2.650218443
235	2.649776558
236	2.649278953
237	2.649091212
238	2.648900314
239	2.648658316
240	2.648285215
241	2.648140025
242	2.64809263
243	2.647801719
244	2.647692288
245	2.647364475
246	2.647153518
247	2.646901784
248	2.646777845
249	2.646554606
250	2.646456869
251	2.64640319
252	2.646309185
253	2.646078056
254	2.645914295
255	2.645570178
256	2.645207868
257	2.645037945
258	2.644913226
259	2.644773195
260	2.644526117
261	2.644280927
262	2.644218556
263	2.644018881
264	2.643712754
265	2.643479182
266	2.643243033
267	2.643065242
268	2.642738183
269	2.642323586
270	2.642033183
271	2.641856558
272	2.641759056
273	2.64165844
274	2.641434379
275	2.641302305
276	2.640937887
277	2.64069683
278	2.64054675
279	2.640259427
280	2.639950044
281	2.639835872
282	2.639605702
283	2.639537082
284	2.639475394
285	2.639377058
286	2.6389832
287	2.638811711
288	2.638675075
289	2.638455762
290	2.638109911
291	2.637637243
292	2.637604562
293	2.637500738
294	2.637122744
295	2.636790593
296	2.636302135
297	2.635816571
298	2.635565807
299	2.635250254
300	2.635073318
301	2.634857886
302	2.634449019
303	2.634083642
304	2.633845999
305	2.633588379
306	2.63357092
307	2.633371866
308	2.63320726
309	2.633006326
310	2.632830409
311	2.632353533
312	2.632215256
313	2.631948085
314	2.631740066
315	2.63164013
316	2.631477742
317	2.631289389
318	2.631174553
319	2.631009108
320	2.630714166
321	2.630450724
322	2.630087328
323	2.629748016
324	2.629633096
325	2.629357489
326	2.62898935
327	2.628639534
328	2.628430085
329	2.628177366
330	2.627738891
331	2.627342351
332	2.627105575
333	2.627042472
334	2.626906999
335	2.626437651
336	2.626229273
337	2.626037183
338	2.62591145
339	2.625694735
340	2.625594295
341	2.625465921
342	2.625463746
343	2.625436975
344	2.625075777
345	2.624586657
346	2.624299789
347	2.623963671
348	2.623920759
349	2.623679511
350	2.623577166
351	2.623353413
352	2.623125301
353	2.622889638
354	2.622301624
355	2.62181681
356	2.621443879
357	2.621106127
358	2.620830336
359	2.620712559
360	2.620706944
361	2.620415758
362	2.620271501
363	2.619980511
364	2.61994518
365	2.619656838
366	2.619545721
367	2.619514568
368	2.619318249
369	2.618909709
370	2.618595795
371	2.618179116
372	2.618099415
373	2.617818272
374	2.617512472
375	2.617425394
376	2.617088022
377	2.61668085
378	2.61655734
379	2.616492226
380	2.616295982
381	2.615822445
382	2.615497735
383	2.615374392
384	2.615053493
385	2.6148715
386	2.614689377
387	2.614559199
388	2.614147626
389	2.614057741
390	2.613994574
391	2.613701673
392	2.613352114
393	2.612923269
394	2.612888225
395	2.612769104
396	2.612546863
397	2.612428717
398	2.612273787
399	2.611843227
400	2.611722263
401	2.611609707
402	2.611442136
403	2.61111024
404	2.610961754
405	2.610655583
406	2.610627719
407	2.610378261
408	2.610132781
409	2.610132229
410	2.61007609
411	2.609787099
412	2.609468682
413	2.609335549
414	2.608834172
415	2.608665932
416	2.607909419
417	2.607403047
418	2.607168952
419	2.606987275
420	2.606722567
421	2.606610537
422	2.60620713
423	2.605811009
424	2.60574055
425	2.605695461
426	2.605450383
427	2.605290814
428	2.604708951
429	2.604280801
430	2.604091061
431	2.603768744
432	2.603567362
433	2.60339239
434	2.603278758
435	2.603272524
436	2.602992098
437	2.602837063
438	2.602718757
439	2.602423995
440	2.602306167
441	2.602194275
442	2.601860699
443	2.601733239
444	2.601620743
445	2.601154518
446	2.600974217
447	2.600655538
448	2.60032674
449	2.600023463
450	2.599600406
451	2.599458841
452	2.599316703
453	2.598737251
454	2.598572387
455	2.598530833
456	2.59825003
457	2.598196408
458	2.598014109
459	2.597554342
460	2.597370046
461	2.597191749
462	2.597182549
463	2.596826834
464	2.596552831
465	2.596376509
466	2.596217221
467	2.596108376
468	2.596009944
469	2.595948741
470	2.595778465
471	2.595618272
472	2.595139775
473	2.594872753
474	2.594715044
475	2.594484062
476	2.594258725
477	2.594086577
478	2.593844137
479	2.593832322
480	2.593795038
481	2.593681586
482	2.59337764
483	2.593175674
484	2.592924145
485	2.592772882
486	2.592557839
487	2.592392332
488	2.592178227
489	2.59192392
490	2.591801753
491	2.591614865
492	2.591493799
493	2.591287597
494	2.591287289
495	2.590994898
496	2.590645993
497	2.59023734
498	2.589966243
499	2.589932968
500	2.589765356
501	2.589569584
502	2.589553512
503	2.589410132
504	2.58898523
505	2.588750376
506	2.588530864
507	2.588443791
508	2.588227441
509	2.587991907
510	2.587837003
511	2.587668186
512	2.587380435
513	2.587216324
514	2.587186994
515	2.58670287
516	2.586473374
517	2.586336072
518	2.586193541
519	2.585587552
520	2.585150152
521	2.58498773
522	2.584701248
523	2.584259417
524	2.584093175
525	2.583899854
526	2.583573351
527	2.583229414
528	2.582972741
529	2.582858811
530	2.582545937
531	2.582431762
532	2.582337136
533	2.582102194
534	2.581587066
535	2.581516715
536	2.581264608
537	2.581111955
538	2.581014997
539	2.580804254
540	2.580593927
541	2.580534209
542	2.580382544
543	2.580224035
544	2.580110856
545	2.580010356
546	2.579713636
547	2.57964748
548	2.579496819
549	2.579315202
550	2.579265189
551	2.579044517
552	2.578934808
553	2.578701516
554	2.57851068
555	2.578184252
556	2.578103184
557	2.577995836
558	2.577607948
559	2.577540382
560	2.577433677
561	2.577260884
562	2.577164138
563	2.577056546
564	2.576853819
565	2.576648352
566	2.576404173
567	2.575874131
568	2.575430367
569	2.574971146
570	2.574908349
571	2.574776446
572	2.574386322
573	2.573991738
574	2.573796154
575	2.573434041
576	2.573281329
577	2.573126737
578	2.572978143
579	2.572285195
580	2.572129024
581	2.571941235
582	2.571723503
583	2.571630039
584	2.571616368
585	2.571289214
586	2.571035777
587	2.570702936
588	2.57058918
589	2.570491211
590	2.570410803
591	2.57012673
592	2.569956069
593	2.569868792
594	2.569743294
595	2.569368494
596	2.569205328
597	2.56864826
598	2.568333805
599	2.568226892
600	2.567742648
601	2.567524324
602	2.567137732
603	2.566994898
604	2.56685935
605	2.566620749
606	2.56633435
607	2.566228367
608	2.565999044
609	2.565882136
610	2.565547235
611	2.565457558
612	2.565290593
613	2.565101032
614	2.56463461
615	2.564522942
616	2.564330779
617	2.563971318
618	2.563574115
619	2.563514002
620	2.563342096
621	2.563268201
622	2.562774667
623	2.562406865
624	2.562311034
625	2.562066815
626	2.561913858
627	2.561807958
628	2.561605741
629	2.561510058
630	2.561177417
631	2.561069408
632	2.560953212
633	2.560842959
634	2.560714807
635	2.560589574
636	2.560473218
637	2.560048983
638	2.559705692
639	2.559331378
640	2.559166479
641	2.558758027
642	2.558641136
643	2.558481706
644	2.558391685
645	2.558238179
646	2.558103394
647	2.557705537
648	2.557586257
649	2.557327766
650	2.557158303
651	2.55696577
652	2.556843186
653	2.556384455
654	2.556145691
655	2.5556232
656	2.555386937
657	2.555144176
658	2.554765121
659	2.554344651
660	2.554051182
661	2.553994163
662	2.553655277
663	2.553541224
664	2.55342949
665	2.553029474
666	2.552910067
667	2.552590027
668	2.552167679
669	2.552006958
670	2.551659105
671	2.551540698
672	2.551312423
673	2.550909004
674	2.550637765
675	2.550154479
676	2.550095859
677	2.54986407
678	2.549686843
679	2.549475219
680	2.549043557
681	2.549011852
682	2.548829134
683	2.548500894
684	2.548401076
685	2.548350425
686	2.547866661
687	2.547774023
688	2.547642671
689	2.547260312
690	2.547135358
691	2.547059701
692	2.546957025
693	2.546801562
694	2.546446203
695	2.546299569
696	2.546127526
697	2.546064883
698	2.545936522
699	2.545795934
700	2.545781812
701	2.545707755
702	2.545612526
703	2.545497756
704	2.545355877
705	2.545121549
706	2.544914843
707	2.544542799
708	2.544357776
709	2.544330821
710	2.54420951
711	2.543918115
712	2.543730119
713	2.543463899
714	2.543307144
715	2.543262331
716	2.543131573
717	2.542999357
718	2.542967119
719	2.542875011
720	2.542486023
721	2.542206572
722	2.542008504
723	2.541866595
724	2.541442997
725	2.541400268
726	2.541122896
727	2.540990168
728	2.540566704
729	2.540257269
730	2.540015633
731	2.539735418
732	2.539654264
733	2.539533027
734	2.539219276
735	2.539085556
736	2.538974166
737	2.538844576
738	2.538604104
739	2.53855986
740	2.53840346
741	2.538140976
742	2.537993799
743	2.537718394
744	2.537493794
745	2.537453608
746	2.537147241
747	2.536878401
748	2.536437836
749	2.536183375
750	2.536047968
751	2.535644725
752	2.535453383
753	2.535154252
754	2.534953084
755	2.534553218
756	2.534263229
757	2.533947783
758	2.533612171
759	2.533572149
760	2.533463837
761	2.533024819
762	2.532844222
763	2.532706335
764	2.5324626
765	2.532431222
766	2.531974334
767	2.531859258
768	2.531605414
769	2.531369712
770	2.531136267
771	2.530978824
772	2.530588193
773	2.530224364
774	2.52984409
775	2.52962948
776	2.529481061
777	2.529261784
778	2.52915631
779	2.529021537
780	2.528867385
781	2.528622669
782	2.528549283
783	2.528432795
784	2.528129646
785	2.527845103
786	2.527677184
787	2.527460961
788	2.52720036
789	2.526918994
790	2.526569505
791	2.526449303
792	2.526204645
793	2.526098705
794	2.525951808
795	2.525621201
796	2.525092474
797	2.524904244
798	2.52459449
799	2.524344427
800	2.524185849
801	2.523436145
802	2.523140746
803	2.522890774
804	2.52273053
805	2.522414279
806	2.52222928
807	2.522045988
808	2.522000864
809	2.5216088
810	2.521522726
811	2.521414297
812	2.521217623
813	2.521038657
814	2.520811915
815	2.520626097
816	2.520435661
817	2.520346803
818	2.520325915
819	2.520278527
820	2.519995491
821	2.51979138
822	2.519666763
823	2.519373145
824	2.519330004
825	2.519266691
826	2.518979353
827	2.518633041
828	2.518311902
829	2.517994233
830	2.51777871
831	2.517501005
832	2.517145353
833	2.516771041
834	2.516660233
835	2.516542913
836	2.516376502
837	2.516171548
838	2.515987855
839	2.51551707
840	2.515266076
841	2.514969876
842	2.514866784
843	2.514718556
844	2.514533105
845	2.514358826
846	2.514281205
847	2.514185399
848	2.513920135
849	2.513837602
850	2.513692607
851	2.513446213
852	2.513310513
853	2.513214401
854	2.51316954
855	2.51296061
856	2.512724245
857	2.512630286
858	2.512258407
859	2.512182167
860	2.512015785
861	2.511661577
862	2.511393138
863	2.511032905
864	2.51091073
865	2.510627476
866	2.510394962
867	2.510285318
868	2.510159675
869	2.50979754
870	2.509584847
871	2.509360752
872	2.509175576
873	2.509056132
874	2.508719695
875	2.508398425
876	2.50830749
877	2.50797784
878	2.507912068
879	2.507873727
880	2.507668088
881	2.507446646
882	2.507134531
883	2.507025067
884	2.506573818
885	2.506327943
886	2.506152056
887	2.5060276
888	2.505804683
889	2.505635303
890	2.505323577
891	2.505241268
892	2.505078363
893	2.504736809
894	2.50451107
895	2.504476691
896	2.504408137
897	2.504243781
898	2.504152301
899	2.503928988
900	2.503482229
901	2.503261649
902	2.50320973
903	2.503092355
904	2.502822904
905	2.502510584
906	2.502035684
907	2.501446463
908	2.501040726
909	2.500937709
910	2.500784603
911	2.50044937
912	2.500433218
913	2.500185113
914	2.500094523
915	2.499910648
916	2.499597314
917	2.49907544
918	2.498917069
919	2.498449471
920	2.498212306
921	2.497901505
922	2.49783914
923	2.497527378
924	2.497428626
925	2.49731782
926	2.497221873
927	2.496955783
928	2.496737153
929	2.496486438
930	2.496370042
931	2.49616288
932	2.496158073
933	2.496014213
934	2.495917245
935	2.495691615
936	2.495468159
937	2.49536303
938	2.495222601
939	2.495104654
940	2.494836946
941	2.494718207
942	2.494604749
943	2.494562908
944	2.494245895
945	2.494141989
946	2.493860266
947	2.493576217
948	2.493459325
949	2.493434623
950	2.493058755
951	2.492832751
952	2.492502489
953	2.492394728
954	2.492325332
955	2.492099425
956	2.491884927
957	2.491555126
958	2.491416332
959	2.491266096
960	2.491097167
961	2.490942278
962	2.49058395
963	2.490490482
964	2.490361579
965	2.490244085
966	2.490015849
967	2.489840426
968	2.489825003
969	2.489761196
970	2.489636709
971	2.489613287
972	2.489446769
973	2.489349144
974	2.48900041
975	2.488808505
976	2.488545258
977	2.488171951
978	2.487971741
979	2.487788838
980	2.48745856
981	2.487355831
982	2.487175686
983	2.486934267
984	2.486731319
985	2.486624745
986	2.486425021
987	2.486077072
988	2.485677178
989	2.485249092
990	2.48514592
991	2.485021767
992	2.484744506
993	2.484508852
994	2.484300295
995	2.484222075
996	2.48384428
997	2.483784069
998	2.483577474
999	2.483505147
1000	2.4832054
1001	2.483000661
1002	2.482851062
1003	2.4827171
1004	2.482626808
1005	2.482277579
1006	2.481798911
1007	2.481632129
1008	2.481572362
1009	2.481419002
1010	2.481365402
1011	2.481220347
1012	2.480911936
1013	2.480819592
1014	2.480808782
1015	2.480785027
1016	2.480558431
1017	2.480431342
1018	2.480308901
1019	2.480184974
1020	2.479777186
1021	2.479601775
1022	2.479425591
1023	2.479157883
1024	2.478806454
1025	2.478561835
1026	2.47846347
1027	2.47825227
1028	2.477928564
1029	2.477821961
1030	2.477787925
1031	2.477617769
1032	2.477497536
1033	2.47724434
1034	2.477141889
1035	2.477020841
1036	2.476911511
1037	2.476382474
1038	2.476226837
1039	2.476120615
1040	2.475795413
1041	2.475420126
1042	2.475082224
1043	2.474789097
1044	2.47446406
1045	2.474359777
1046	2.474050121
1047	2.473952483
1048	2.473818171
1049	2.473547371
1050	2.473457104
1051	2.47304324
1052	2.472948792
1053	2.472661917
1054	2.472600295
1055	2.472444569
1056	2.472198901
1057	2.472092305
1058	2.471652176
1059	2.471522502
1060	2.471405662
1061	2.471216702
1062	2.471030505
1063	2.470878962
1064	2.470781443
1065	2.470584795
1066	2.47031969
1067	2.470151278
1068	2.470033164
1069	2.469943116
1070	2.469747888
1071	2.469694648
1072	2.46962059
1073	2.46928791
1074	2.469192268
1075	2.468994879
1076	2.468729344
1077	2.468675548
1078	2.468360244
1079	2.468257967
1080	2.468200948
1081	2.467882911
1082	2.467602791
1083	2.467512638
1084	2.467448268
1085	2.467360139
1086	2.467258201
1087	2.467113346
1088	2.466845174
1089	2.466694403
1090	2.466548846
1091	2.466498378
1092	2.466379334
1093	2.466274426
1094	2.466140011
1095	2.466093404
1096	2.465760441
1097	2.465513649
1098	2.465369677
1099	2.465346581
1100	2.464931714
1101	2.464732487
1102	2.464493372
1103	2.464308997
1104	2.464041411
1105	2.463993746
1106	2.463914175
1107	2.46356651
1108	2.463444676
1109	2.46318822
1110	2.46309928
1111	2.462999994
1112	2.462818507
1113	2.462528481
1114	2.462352983
1115	2.462243052
1116	2.461638686
1117	2.461538047
1118	2.461441621
1119	2.461254427
1120	2.460923426
1121	2.460791653
1122	2.460560762
1123	2.460470072
1124	2.460215359
1125	2.460111117
1126	2.459841224
1127	2.459653755
1128	2.459546991
1129	2.459145232
1130	2.459060929
1131	2.458826051
1132	2.458689866
1133	2.458673657
1134	2.458618912
1135	2.458307487
1136	2.45814613
1137	2.458061146
1138	2.458024117
1139	2.457752276
1140	2.457653508
1141	2.457155267
1142	2.457072659
1143	2.456727924
1144	2.456666693
1145	2.45662619
1146	2.456226298
1147	2.456027905
1148	2.45591031
1149	2.455627965
1150	2.455226587
1151	2.455017626
1152	2.454645816
1153	2.45456272
1154	2.45435703
1155	2.454161239
1156	2.454112507
1157	2.454023194
1158	2.453988442
1159	2.453805064
1160	2.453453134
1161	2.453339564
1162	2.45295515
1163	2.452713927
1164	2.452396346
1165	2.452312052
1166	2.452274526
1167	2.45212619
1168	2.452107506
1169	2.451620254
1170	2.451387649
1171	2.451305806
1172	2.451232883
1173	2.451085461
1174	2.450970091
1175	2.450954583
1176	2.450871488
1177	2.450793485
1178	2.450688527
1179	2.450562933
1180	2.450220955
1181	2.450049817
1182	2.449769572
1183	2.449657431
1184	2.449600028
1185	2.449332461
1186	2.449117909
1187	2.448800372
1188	2.448729505
1189	2.448647313
1190	2.448376809
1191	2.448121878
1192	2.448025088
1193	2.44767261
1194	2.447418405
1195	2.447221009
1196	2.447216074
1197	2.447100008
1198	2.446759527
1199	2.44675411
1200	2.446604181
1201	2.446300777
1202	2.446204464
1203	2.446159155
1204	2.446007543
1205	2.445870942
1206	2.445640907
1207	2.445443271
1208	2.445359865
1209	2.445293802
1210	2.444971521
1211	2.444827114
1212	2.444659158
1213	2.444358687
1214	2.443949104
1215	2.443734874
1216	2.44353267
1217	2.44346218
1218	2.443298776
1219	2.442894372
1220	2.442756455
1221	2.442644053
1222	2.442553628
1223	2.442394159
1224	2.442194494
1225	2.442080424
1226	2.441974033
1227	2.441829259
1228	2.44171246
1229	2.441396032
1230	2.441265734
1231	2.44112674
1232	2.441060093
1233	2.440864569
1234	2.440831927
1235	2.44080238
1236	2.440549244
1237	2.440275672
1238	2.439959677
1239	2.439942219
1240	2.439685661
1241	2.439515623
1242	2.439236226
1243	2.439018339
1244	2.438840999
1245	2.438421175
1246	2.438251014
1247	2.438153383
1248	2.438057131
1249	2.437758292
1250	2.437638476
1251	2.43753952
1252	2.437217589
1253	2.437163557
1254	2.437039396
1255	2.436763956
1256	2.436532893
1257	2.436083065
1258	2.435979313
1259	2.435931029
1260	2.43567577
1261	2.435634312
1262	2.435406678
1263	2.435280598
1264	2.435048998
1265	2.434848069
1266	2.434410231
1267	2.434369081
1268	2.434276133
1269	2.43406711
1270	2.43395486
1271	2.433821502
1272	2.433486481
1273	2.433267032
1274	2.433097253
1275	2.432825984
1276	2.432662395
1277	2.432384096
1278	2.432259642
1279	2.432223504
1280	2.432204401
1281	2.432095452
1282	2.431885771
1283	2.431729441
1284	2.431581864
1285	2.431313648
1286	2.431181139
1287	2.430980279
1288	2.430882358
1289	2.430805697
1290	2.430750178
1291	2.430624046
1292	2.430479481
1293	2.430346798
1294	2.429906902
1295	2.429839885
1296	2.429734472
1297	2.429437353
1298	2.429332069
1299	2.428950883
1300	2.428816561
1301	2.42850075
1302	2.428160078
1303	2.427807643
1304	2.427717493
1305	2.427569898
1306	2.427437165
1307	2.427102058
1308	2.426884526
1309	2.426811565
1310	2.426594301
1311	2.426544633
1312	2.426452756
1313	2.426172106
1314	2.426087446
1315	2.425969983
1316	2.425833828
1317	2.425652483
1318	2.425617555
1319	2.425492136
1320	2.425280501
1321	2.425046398
1322	2.424874213
1323	2.424807609
1324	2.424677409
1325	2.424599211
1326	2.424397903
1327	2.424156001
1328	2.423961559
1329	2.423809954
1330	2.423501068
1331	2.423265859
1332	2.423067233
1333	2.423024824
1334	2.422704715
1335	2.422576197
1336	2.422554343
1337	2.422339428
1338	2.422230237
1339	2.422052624
1340	2.421915346
1341	2.421803513
1342	2.421630525
1343	2.421580041
1344	2.421429802
1345	2.421286122
1346	2.421047382
1347	2.420822836
1348	2.420604932
1349	2.420573897
1350	2.420499407
1351	2.420427905
1352	2.420196787
1353	2.419992353
1354	2.419888248
1355	2.419677721
1356	2.41966655
1357	2.41931137
1358	2.419209465
1359	2.418988065
1360	2.41862805
1361	2.418469175
1362	2.41826331
1363	2.417988423
1364	2.417739742
1365	2.417450544
1366	2.417349147
1367	2.417239898
1368	2.417149878
1369	2.416916865
1370	2.416836561
1371	2.416603102
1372	2.416418986
1373	2.416165901
1374	2.415817395
1375	2.415658889
1376	2.415323437
1377	2.415287108
1378	2.415169453
1379	2.41508969
1380	2.415007247
1381	2.414788513
1382	2.414598381
1383	2.414554161
1384	2.414465135
1385	2.414321273
1386	2.414292422
1387	2.414120681
1388	2.414002998
1389	2.413678115
1390	2.413471816
1391	2.41340354
1392	2.413238264
1393	2.413084219
1394	2.412634849
1395	2.412508806
1396	2.412350396
1397	2.412313497
1398	2.412192018
1399	2.412085743
1400	2.411906187
1401	2.411643812
1402	2.41136129
1403	2.410981782
1404	2.410897002
1405	2.410713954
1406	2.41070768
1407	2.410508515
1408	2.410414189
1409	2.410255711
1410	2.410238891
1411	2.410042549
1412	2.409690202
1413	2.409640642
1414	2.409316111
1415	2.408969154
1416	2.408962232
1417	2.408804495
1418	2.408713554
1419	2.408461406
1420	2.408309626
1421	2.407874407
1422	2.407803366
1423	2.407655204
1424	2.407188736
1425	2.40717431
1426	2.406935861
1427	2.406757952
1428	2.406715561
1429	2.406665125
1430	2.406367931
1431	2.406304213
1432	2.406147349
1433	2.405983148
1434	2.405903261
1435	2.405544704
1436	2.405305819
1437	2.405038902
1438	2.404523357
1439	2.404448755
1440	2.404221599
1441	2.404070681
1442	2.403540653
1443	2.403252306
1444	2.40307263
1445	2.402977981
1446	2.402805962
1447	2.402515545
1448	2.402396941
1449	2.402240923
1450	2.402196045
1451	2.401886015
1452	2.401674773
1453	2.401450307
1454	2.401425033
1455	2.401330216
1456	2.401249726
1457	2.401135051
1458	2.401119074
1459	2.400865295
1460	2.40077634
1461	2.400597194
1462	2.400510136
1463	2.400417546
1464	2.400200806
1465	2.400164959
1466	2.399982046
1467	2.399970597
1468	2.399761549
1469	2.399653562
1470	2.399636311
1471	2.399579107
1472	2.399400218
1473	2.399163334
1474	2.399044377
1475	2.39877376
1476	2.39870145
1477	2.398451211
1478	2.398343794
1479	2.398155581
1480	2.397948112
1481	2.397854393
1482	2.397506803
1483	2.397429901
1484	2.397270794
1485	2.39712467
1486	2.397052086
1487	2.39695666
1488	2.396742059
1489	2.396434255
1490	2.396083263
1491	2.396000066
1492	2.395732125
1493	2.395678926
1494	2.395650303
1495	2.395333825
1496	2.395218221
1497	2.395050312
1498	2.394832182
1499	2.394443003
1500	2.394313883
1501	2.394213931
1502	2.394076526
1503	2.393903693
1504	2.393776249
1505	2.393560016
1506	2.393519732
1507	2.393418372
1508	2.39324266
1509	2.393170573
1510	2.393141605
1511	2.393108214
1512	2.392953486
1513	2.392751909
1514	2.392645036
1515	2.392582966
1516	2.392476757
1517	2.392361847
1518	2.392289134
1519	2.392145544
1520	2.391821652
1521	2.391727126
1522	2.391503574
1523	2.391289299
1524	2.390988192
1525	2.390916702
1526	2.390696623
1527	2.390677062
1528	2.390584916
1529	2.390334416
1530	2.390245513
1531	2.390162958
1532	2.389935566
1533	2.389752357
1534	2.389447147
1535	2.389320398
1536	2.389279916
1537	2.389106646
1538	2.389018048
1539	2.388914435
1540	2.388825653
1541	2.388739388
1542	2.388640617
1543	2.388512414
1544	2.388361378
1545	2.388163327
1546	2.387976398
1547	2.387855901
1548	2.387554602
1549	2.387402574
1550	2.38713031
1551	2.387024826
1552	2.3869128
1553	2.386832537
1554	2.386661821
1555	2.386397997
1556	2.386181169
1557	2.386003608
1558	2.385879452
1559	2.385652714
1560	2.385414305
1561	2.384987487
1562	2.384844486
1563	2.384767214
1564	2.384762294
1565	2.384513513
1566	2.384448028
1567	2.384175337
1568	2.384050833
1569	2.383968671
1570	2.383774178
1571	2.383525644
1572	2.383427961
1573	2.383234905
1574	2.383139282
1575	2.382969972
1576	2.382722859
1577	2.382651086
1578	2.382356351
1579	2.382066593
1580	2.38179891
1581	2.381610511
1582	2.381469797
1583	2.381256492
1584	2.380969603
1585	2.380758312
1586	2.380669724
1587	2.380531224
1588	2.380406589
1589	2.380159206
1590	2.380067657
1591	2.380013413
1592	2.379988935
1593	2.379555602
1594	2.379521945
1595	2.37940591
1596	2.379112494
1597	2.379048512
1598	2.379030209
1599	2.378728931
1600	2.378440092
1601	2.378177397
1602	2.378176374
1603	2.378144647
1604	2.377850439
1605	2.377762761
1606	2.377627003
1607	2.377300917
1608	2.377045637
1609	2.376950968
1610	2.376891582
1611	2.376845763
1612	2.376810055
1613	2.376786626
1614	2.376554324
1615	2.376258789
1616	2.37597862
1617	2.375882262
1618	2.375806378
1619	2.375768324
1620	2.375480626
1621	2.375377109
1622	2.37533127
1623	2.375196841
1624	2.375049219
1625	2.374781209
1626	2.374704125
1627	2.374137522
1628	2.374074548
1629	2.373669601
1630	2.373404728
1631	2.373259537
1632	2.37302677
1633	2.372997307
1634	2.372888795
1635	2.372823355
1636	2.372758485
1637	2.372637769
1638	2.372560259
1639	2.372367503
1640	2.372345231
1641	2.372275606
1642	2.372145662
1643	2.371963382
1644	2.371872969
1645	2.371795762
1646	2.371519348
1647	2.371180546
1648	2.370994775
1649	2.370904704
1650	2.370700629
1651	2.370435135
1652	2.370243948
1653	2.369928511
1654	2.369576971
1655	2.369371849
1656	2.369346072
1657	2.369249222
1658	2.369215451
1659	2.369127557
1660	2.36885929
1661	2.368718349
1662	2.368594779
1663	2.368495138
